genre,lyrics,artist
Pop,hair who wanted you and me 4ever 4ever youre the one that heaven sent for me were you i never want to stop i feel my strength yeah its almost gone i remember mama said cant hurry love no you just have to wish again i was lost in my,n-gram 3
Pop,refuse i feel like dancing dancing dance the night away theyre twistin twistin everybodys feeling great twistin twistin twistin the night away gonna dance the night away the rhythm makes me feel complete it started over coffee we started out real cool taking me places i dont want anybody to,n-gram 3
Pop,glow ive made up my mind so why are we strangers when our love was so cruel each night id awaken from a sleep because you are the cutest fans by far youre super sprode that is what we see midpart 1 one vision one world nothings gonna change my,n-gram 3
Pop,love like water is free precious and sweet my love the sack ah now as i look around im sailing right behind like a bridge over troubled water i will lay me down and all of the dreams i ever had to let go im falling but you know that,n-gram 3
Pop,chocolate love neoreul wonhae gajillae dalkom dalkom oh chocolate love from the past touch in between the crying gotta keep trying it aint easy you got to get it i might always regret but is it you such a crime to like nice things you cant say years gone by,n-gram 3
Pop,rain now im living dead and i see endless opportunities we can reach we just reach and we can fall in love live without a doubt i need you lord in my canoe send me no pillows i can dream on it too send me the pillow that you dream,n-gram 3
Pop,pain if youre a big spender you can give me extra credit baby ill do that baby please you dont you might regret it you been searchin for a hero slightly extended version and the 1993 compilation the very best like no one really knows whos house you haunted places,n-gram 3
Pop,its cool baby ill give you what you make it the best you ever you wanna take me out of your seat why dont you spin the lid which one first desert of temptation what brought the house down make some noise if you want to drive a nail into,n-gram 3
Pop,thanks for paying the bill i cant help but noticin youre fine as fine can be and i drove you here but then you put van morrison on the stereo sure theres trouble in the alley looking like i dont fucking care cause im burning inside as the sun sets,n-gram 3
Pop,geureondeut hapumhassjiman neomu johaseo nunmuri heureungeoya nan gamchul su eopseo naui gamjeong waenyamyeon nan neoga neomunado ganjeol hanikka dangdanghage uriga hanarago malhaejwo baby i just like the torch become your guide im a fire starter im a sweet and precious gift so i dont have to cry everyday i have,n-gram 3
Pop,outro you you you you you you i want to do me myself and y i didnt think that i dont wanna be ignored so why not me katherine why not me katherine why not me katherine why not me you dream bed and foolish of me i know you,n-gram 3
Pop,shine ill be your guide mama said always try with every choice you make in the serpent that you wake up know you like the way you tear me apart why do we feel the same even if you could call it good call it bad its the best time,n-gram 3
Pop,dies thats the meaning of the word ill give you everything youve been waiting all his life to let me down oh oh oh oh oh oh oh oh oh oh oh pre chorus yeah were happy free confused and lonely in the showbiz now im a dreamer am i,n-gram 3
Pop,champagne and wondering why it wasnt you who had it all i remembered it all doo te doo0 if i could feel i could feel the ground falling beneath falling beneath me if i stick to other artists im not you dont unplug me or or or ld and its,n-gram 3
Pop,yourself think with their voices soft as thunder as they tear through your sub im a take off like they just shot a gun gun gun gun i know you dont feel right my shorty my baby my baby you cant hide your heart where is your logic who do,n-gram 3
Pop,known are you an angel two tears in my eyes how was i supposed to im only human im only human forgive me im a pretty little girl just aint gonna get it told you that i see chorus a million love songs later and here i am copin with,n-gram 3
Pop,de original d come fe mash it up with you with you oh baby i feel it coming now ah ah ah ah ah oh ah oh ah oh ah oh oh oo id never thought id feel this i never has someone who loves me oh three is a,n-gram 3
Pop,what the summers all about what you want make up that m i n d up all day talking that talking that mess all i need you i need more then what your giving i cant take my mind off of you i hope you aint in a rush to,n-gram 3
Pop,can play em like a freakin baby book pop up poppa its big poppa in this rocka king of the hypocrites come on look behind the scenes sometimes i cant believe that she could take my pulse right now it would feel to be different from me so ill never,n-gram 3
Pop,around about two tell you what to do ive got a sweet tooth when she got to be a dreamer be a dreamer you can be cool cool cool i try my whole world feels wrong i gotta do tell me baby baby bye bye now my sweet love two,n-gram 3
Pop,plays ever hard to get past the start ohh all i wanted was your lovin you can tell all your friends are calling a fool i let you in you the answer lies in your eyes and in the evening get me whatever you got and you leave me with,n-gram 3
Pop,we pause and judge upon the reigning queen who looks like a heartache in perfect disguise i cant help it when i step on stage and i started thinking thinking all the time s you bought me that cartier watch for christmas and a happy new year happy new year,n-gram 3
Pop,cheetah style were doin it right night after night i swear i tried the best i can see now its a quarter to two everyone jumped in the sea the walls come down down oh no so lets get together ooh lets get together ooh lets get it on wont,n-gram 3
Pop,will dizzy me forth into your arms again let your heart reach out to him and he still be with ya ha oh aint that some ssh and although theres pain in my life im so afraid you will cast me away like one of them them them diamonds woah,n-gram 3
Pop,to usa said hey man yo man why dont you set me free send my love to give one of these sins do you choose not listen to me straight out of disneyland well it was no accident to cross your heart and you stole away my love he said,n-gram 3
Pop,waiting here ill be lost in your eyes i always see you through hey are all those words make you sing out of tune boys signposts to the sun ill face the rain cause theres a great man preaching turn your head away im dreaming of ill wait ill wait,n-gram 3
Pop,pictures are falling down turn to wicked little things that you do i love you just cant sleep im so excited im in too deep oh crazy but it feels all right compassion for your pain putting the pieces back together make me feel so lucky girl to have her,n-gram 3
Pop,what lies i have told a faithful story their hearts were black and full of jealous heat i cant tell and i aint sippin on a juicebox with sand between our toes this is the last time i fear unless i make you see youre pushin me out whats this,n-gram 3
Pop,lollipop shes got the potion in the motion before life passes you by better make that someday tonight better make that someday tonight better make that someday tonight better make that someday tonight verse 2 with looks so lush you made me hooked im gonna say mister you just made,n-gram 3
Pop,dream to make music you like to sail away want to look back on people i get no reaction and i try and i try and try to act mature but im a man with no feet thought i had nobody to make my life so perfectly kept to all,n-gram 3
Pop,one hand off the side we both grown so turnt up this dude gotta be so rude ally dinah normani yeah fifth harmony why you gotta be the first to believe baby elevate our love into a game oh no baby shake it shake it shake it shake it shake,n-gram 3
Pop,leaving he was up until the walls cave in on you baby my room is so quiet now while i hate you hate you dont mean maybe nah nah nah nah nah nah nah nah nah nah nah no doubt no doubt the greatest of them all then i will,n-gram 3
Pop,was bought by this guy named ray a card carrying member of the cycle has come again oh i fall boom oh victoria yi ne eogun eodi yeah where am i from since when did i stop singing a love song baby i i cant seem to cope with now,n-gram 3
Pop,nail bout lies that you told and all the thoughts you thought no one could ever take your place with me i said maybe she just has to be baby you know that aint even my style what im sayin to ya thats the sweetest kind of guy i am,n-gram 3
Pop,wot 2 do 2 make it the best give you love baby if youre stuck im done with the sofa i think i need you every word i went to see z trip perfect i took a plane to get this big girl this big girl this big girl sipped,n-gram 3
Pop,you party like theres no tomorrow tomorrow i love ya well i just cant let go and never let her out that young im sorry for the times i played the odds and i won what i knew i was the last to know because no one knows if theyve,n-gram 3
Pop,if youre reminiscing and youre missin me chorus well you can doubt me why without even thinking twice my life id sacrifice but you doubt me why without even thinking twice my life id fall down on me i just wanna be with me holler if you hear me baby,n-gram 3
Pop,all stars shots at the paparazzi stop sign and whine down and whine down and whine down and whine down and whine down stop sign i want to be the only one to see you were my friend i have no palpable answer to this but if love is not,n-gram 3
Pop,t v page hey now hey now young mothers how shall we sing the russian lullaby in the night dive into the murky waters deep and though im helpless whatever brings you pleasure youre the reason why im not living not living without you sure aint easy lord from social,n-gram 3
Pop,pain next to mine and slide right past my thighs so baby let me prove i got just what i want oh thats what i need gimmie love gimmie love fall into me gimmie love gimmie love gimmie love gimmie love gimmie love gimmie love gimmie love gimmie love gimmie,n-gram 3
Pop,those shooting stars again should we walk into your room as you i swear cant you see baby youre not in this thing alone theres always a party somewhere round the way i hang your head down low where the sky was empty freezing fog decended and the snow cast,n-gram 3
Pop,thoughts like i just got to have you in my life hoping and praying you hear what i say just someone i used to take me home come take my hand and follow me the caravan rolls out to sea and fate no longer has your name all your clothes,n-gram 3
Pop,dead and quite unreal all thats left is a memory that i keep coming back for more here we go no no no no when its really yes tell me no dont walk away oh and it makes me want to say goodbye i hope youre good tonight and its,n-gram 3
Pop,boogie woogie that tinsel on our christmas tree this year and all i saw myself and for that we fight the more we are desperate to discover what is just beyond our grasp but maybe thats just your will i would rather be home with all your soul give me,n-gram 3
Pop,break me ill take you down the window pane watching the rain i feel it its a dirty bloody business there will be tomorrow rha by mees 13 in ig and tw,n-gram 3
Pop,she dickmatised whoa lord well i dont really see eem to mind sad but sweet old wintry fee eeling i dont really care if you wont see me at a resturaunt cause i am a witch and i burned her at the grammys 10mil on a diamond ring everybody create,n-gram 3
Pop,one elses touch when im all alone in the streets they fill the air winds start burning the temperatures rise eyes are flashing as they are written on the outside still nobody knows nobody knows can you feel it too but i dont see nothing in you and i start,n-gram 3
Pop,for tears like on the highway lately the miles they dont talk about it and when the sun shines on the sea who would love me forever never stop never whatever near and far they criticized his use of erb but we didnt wanna hit the ground ground ground wont,n-gram 3
Pop,boy now dont you dont you what am i supposed to change are you supposed to do when theyre callin you when the train comes i will hold you ill never let you go and all your needs im behind yor dreams behind your dreams 110 youll see baby baby,n-gram 3
Pop,me comin vroom they dont see theres just no way to fight this now you got to raise the level of my self respect what makes you stay when thoughts and worlds collide you had your chance so if you really want to in circles to run around for four,n-gram 3
Pop,satellite of love but you treat me the way you feel the pain i put you high up in the air clap clap clap clap clap clap clap like you dont care nothing about the way that i see i just wanna dance wanna be myself tonight mission five skip,n-gram 3
Pop,why stars scrape the moon and the stars glitter off your walls and find out with me youre here to make the cut like the paper or razor blade oh never give up never give up on i got my eye on you call her maybe tell her it aint,n-gram 3
Pop,body free with me let me talk to me im not the only one dont want to stop i know we can get there are things that you and me could be good as new and growing too yes i can tell youre turned on by it come on get,n-gram 3
Pop,your profession ching ching think im in love that im sent from above im not like the other so ill shed my tears and bury me again,n-gram 3
Pop,a lost love dissolve into the night and sometimes i just feel like we belong together so dont ever think youve got to find you tried to hide hide my fealings for you so meet in a garden of tuberoses when he comes ill let you be my prince my,n-gram 3
Pop,verse 2 warning from now you wont even look in his eyes you cant turn to family when you feel that beat start bubbling under then you hear the city waking up i feel like laudry chorus quasimodo camelbreath squarehead ugly chicken legs pigface chin like bubba d c ugly,n-gram 3
Pop,to show youve got the most respect for me but baby you dont know youre the one for you i love you by now he will never let you see me out there crying so hell laugh be in your arms you make me so damn high cant come down,n-gram 3
Pop,im beautiful you say ill be what ever you want as crazy as joy,n-gram 3
Pop,my ear feel the kick bass snare with our bodies this close theres trouble in the factories trouble in the world today things i didnt do that just throw in everything youve got loves a to z i want to be without you you know know im checking you so,n-gram 3
Pop,of dreamboat in everything i do is boring all the shit you left on the streets of an endless northern sky music playing in my head i have never known i love him so when the night is for whoa oh oh cause my mama know how i do doesnt,n-gram 3
Pop,real common now dont talk like we used to oh kiss me baby drown me with your rhymes la lullaby la lullaby i have to find the garden of beginning our flowers grew the same i never ever was before girl im unconditionally yours listen what im telling you no,n-gram 3
Pop,break me heart again should i have know all this help leaves me cold im just hanging around here im in outer space nothing like the real thing forget all the bad s s go away cause thats how i know you want to make up your mind im the,n-gram 3
Pop,yo yea show em how to tip toe here to wreck a set bang when i get to be with you crazy fool heard your dirty calls the writings on the wall im the one youre still the one i need the feeling everythings round you meet me half way,n-gram 3
Pop,know me the girl that used to be as neat as a new day for you only you if only you knew like a tear run down my eyes swollen moms cryin they dont know they dont know they dont know about my past and i might be misled these,n-gram 3
Pop,way from sunday school to broa oa oadway then her eyes grew bright in the fields scarecrow highway back roads im lost on my own all the bullets just went over my flock i bide on a cold cold sweat and im over my head in my hands so you,n-gram 3
Pop,be new the cycle will continue boys put down the crying he didnt even touch his food how many torn photographs i saw you cry understand youre not made of stone one day i wont let go of eddie for anything no i aint a victim aint a victim aint,n-gram 3
Pop,just trick ya till you scream out loud and clear i want the truth to save your life and i still feel then rise up and try to guess what you want cause tonight is the night of our lives hear what i hear sounds like someones trying to get,n-gram 3
Pop,comin home its where im from and how did we get it right with you now its quite alright i need to find do you still wait for you cause youre so fine yes ill make him mine make him mine ill make him mine and when my heart was,n-gram 3
Pop,drifting away every night makes me hate the days cant you see you just cant stop tomorrows dance tomorrows dance you dance your way from bed to bed now you crazy kid youll be alright in the country i was born to be wild get your motor running head out,n-gram 3
Pop,goddess you never got the courage yea to say i am glowing its you that i kissed you goodnight i dont wanna say goodnight when we just dont agree so i know that you got what you need faithfully come to me feel my body turning blue so blue too,n-gram 3
Pop,wall winter spring summer or fall all you have to leave you so prone to die and its not hot that i cant avoid the will to take me higher that i have of us is not alone in this world could ever separate us i dont wanna hurt no,n-gram 3
Pop,cause my loves in prison you hold the ones who love you in my dreams like a flash and thunder oh baby here and now that youre gone gone far away youll never clean my dirty mind youll never find bridge how could you doubt the fact that weve seen,n-gram 3
Pop,sighed he looked a lot like this she said she dont like tears my one and only there never will be as i walk in elmos room hi ho this is your life in every interview yeah oh man i cant see no harm in thunder if you follow the,n-gram 3
Pop,to your hat were putting the top on back and taking a ride with me twerk somethin shake a lil bit ornery but coming with come class im proper that thug calvin fin to hit that ass right girl that thug calvin fin to hit that little bed you made,n-gram 3
Pop,playing inside me since you went away my whole life i have never walked away and i hate that you hurt anytime youre in pain baby call my name you know my weakness that is why we re apart we went round for round til we knocked love out we,n-gram 3
Pop,got with aint standin in front of you i pull you closer so you understand if im not with you baby i try and even if you dont remember who youre talking to your two friends about us they dont care about what people say we dont need it dont,n-gram 3
Pop,so well while tearing off a game of make believe please look me up and you made me believe that its not enough ive checked it out the door like waves upon a tropical shore my maiden aunts mind is vicious oh your lips are undeniable this kiss is giving,n-gram 3
Pop,snow shes sleeping in the night i scream and awake u and i could be handsome i could be wrong are we slipping away remembering yesterday gotta live in our world we gotta win this war you say your lovers got a lot of wild oats to sow but baby,n-gram 3
Pop,madmen find madmen keep hang on an inverted cross cornerstones to touch the troubled waters youll can take a ride on a man after midnight take me through the night hes gotta be sure and i cant remember the last time ill never have to hear from you yes i,n-gram 3
Pop,i begin all i do is just for you what ya gonna do now amanda what you gonna do to make you beg for more and more i know ill stay alive ive got all my life ive been lucky in my life i just know whats meant for me,n-gram 3
Pop,through at night the stars put on your running shoes im ready to face the crowds alone oh dont you want to teach in a riding school lets go through with this but you ignore how many birds will i see you walking around the room i miss your call,n-gram 3
Pop,breathe when youre not near is distance time im waiting here again such a beautiful sight were happy tonight walking in a winter wonderland gone away is the all the tings that weve bin dreaming of oh baby some thing tells me somethings gonna happen tonight something tells me im,n-gram 3
Pop,quite over jesus has promised eternal life and the whole world know rain or shine a million times before when i ask where you were late you and me how deep is your love all over love all over me all over you two called your bluff had enough im,n-gram 3
Pop,they finally let us be we belong to you better leave while you can and its you ill come for hide hide have never felt so alive baby you blow me away i understand if you know it goes 1 2 3 4 hung hi ho t k o tae,n-gram 3
Pop,late when you really love me you would be loving me ill be right there if you have a girlfriend and she is so beautiful yo yo baby now you got me got me in tha hood some say im a skank but i dont think so i tell you,n-gram 3
Pop,ladies say oh ooh oh woo they gun it down they dont love you second verse whether youre ready or not here i come santa com here i come darling youre lovely but youre awfully naive did you think it rather weird its fair to say you cant take away,n-gram 3
Pop,back and weighed my options ive got an extra spin the other player got an extra ordinary love i know ill rest tomorrow and ill never be that fool i was waiting for me thats just the way you move boys and when a girl is with one i get,n-gram 3
Pop,us that old world of strife when we reach the shore youll be calling calling for more rock the boat baby rock the boat rock the boat rock the boat and wave goodbye oh they had dreams but now he has gotten a hat and a feather gimme three reasons,n-gram 3
Pop,me go free every once in a lifetime baby is it for why do all the things you make beautiful things you do its gotta be this way everyday if i had a stiff one you be all on that im walking through my heart is on your mind to,n-gram 3
Pop,energy when the crowd go never assuming that ive sunken so low if i had to get through i wanna know know know know know yeah na na na na na na na you are entering the white room my asylum and you are under arrest do you have it,n-gram 3
Pop,laid out something breaks my sleep she showed up at my door i knew that id never share you with another well id walk right out to the club ooh ah we turn it up up up and away yo slow down the baddest thing around town shes nothing like,n-gram 3
Pop,you the doorway i can see us bein like that like that baby i just left them all behind to challenge space to challenge time,n-gram 3
Pop,innocence shone like the sun going down on zero but even a hero everybodys everybodys everybodys got that pain something inside me held me like there was no love its getting crushed just like about life theres no harm in just flirting until he woke up a body died realised,n-gram 3
Pop,while everyone sleep sleep sleep sleep girls are on the bridge be more than a dream to a good thing you know is major walk a mile in my shoes aint nobody else you think you gave to me more than anything i ever felt this way now i dont,n-gram 3
Pop,1 i was a teenager i could earn my license and drive a supersonic crash and burn she shines like a halo light and then perhaps a breeze will muss your hair but you dont know what it is like to be and if i cant have it my way,n-gram 3
Pop,live everything youve never shared before i want him so bad should i chill one night with no expectations i like it babe dont stop cause im halfway dead so why are we creatures its our natural way why are we not friends whats up with b i been crying,n-gram 3
Pop,hear if it will make you see youre an angel when i say its hard to find the words id sing them out for all my time is wearing thin but my heart is true i give it all to sadness and maybe if shes passing by the fools who,n-gram 3
Pop,blown open by unchanging wind claim it quick cause youre starting to get old no belief bigger brighter is how the world keeps turning around around around around around ah rou ou und ah rou ou und ah rou ou und ah rou ou und ah rou ou und ah,n-gram 3
Pop,move fast there has to be the best that i forget myself when im with you im perfection you never lost faith in me im solid ground your faith in something you gotta see your sweet sweet memory if you really think that i would ever trade for the love,n-gram 3
Pop,our louie while life and voice shall last then well pass and be forgotten with the break down im throwin money over here money over there tryna get the party jumping the way you do when youve been broken and youre not there its just an illusion if i could,n-gram 3
Pop,going home bring on the party line jump up and down like how come every time i watch you sleep at night cause you dont really care my cry of love got me talking in my sleep the floor is shaking and my knees on the floor cause thats my,n-gram 3
Pop,sentence ignored yes ive come for my award this is the moment when i could wake up with the sun in my morning and my heart was cold but not insane i had one wish left oh i would kill for a chance to see that day by day she,n-gram 3
Pop,harmony four little angels of peace are we there yet every minute of my life walkin through the door im feeling you feeling you i feel so alone natural disaster disaster natural disaster disaster natural disaster disaster natural disaster disaster oh this night has a million eyes which ones are,n-gram 3
Pop,frustration can break anyone do you love how it was to always be in love with you yeah all the things that theyve been sayin they say that all you got if you want to be just what you can and if i happen to let you know everything then,n-gram 3
Pop,them the good time and love nothing cures like time and love love love love love love underneath the stars young love ohhhhhh ohh beautiful and bittersweetly you were fading into me and your love is like a merry go round wherever you go were only friends ive heard that,n-gram 3
Pop,me trapped in a cage lock me in dont leave me here ill be a gun and it hurts so much more just to know your alibis i need to know chorus you are not my fascinations your private life drama baby leave me out your private life spotlight shines,n-gram 3
Pop,mercy and his grace made your skirt ride high verse two still drunk and his breath most definitely stunk of the lies and the hating that love goes on forever yeah yeah street corner prophet yeah hes been talking about you i think that you can count on me and,n-gram 3
Pop,hope you think about me to call it quits an everyday problem i didnt stand a prayer now be a believer dont get lost in fear but maybe now the weight has lifted youre sailing through the sea to the open arms of a love song as we go a,n-gram 3
Pop,take cry ry ry ry i gave it half chance and learn the ways of love i remember like it was nuthin but yall yall dont really appreciate nothin and i wouldnt change anything about you so come and get come and get it yeah and i want you tell,n-gram 3
Pop,holding my hands over my eyes i cant erase from my life its my prerogative but you cant change natures wishes un ah uh then she wishes till the ooooh ooooh while you were gone the moon was blue and green and i and now that some time is it,n-gram 3
Pop,and leroy brown learned a lesson in life that glory it just doesnt stick youre proving to be a reason anyway shes got a baby and i wanna dance with you honey if you think id crumble did you think id lay down my life for all the right ways,n-gram 3
Pop,the news im gonna take you on if you dont give a damn what you say i need you make everything groovy wild thing wild thing you make my dreams come true nothing that i wouldnt do to get a glimpse of your northern smile,n-gram 3
Pop,all my prayers just close your eyes remember remember,n-gram 3
Pop,best huh g i double g a l o oye mami hello got you tuggin on my zipper tuggin on my tuggin on my zipper zipper always lovin on me cmon you know im known to walk away from me no matter what you say and everything that you need,n-gram 3
Pop,million roses came today woke me up woke me up to more than theyre meant will play themselves out alex sierra take this sinking boat and point it home weve still got each other got that cheetah love ch ch ch change girls girls girls i just cant stand the,n-gram 3
Pop,repeat 2x been around the world who run the world girls some of them like it some of them men think they love you but our plans have been wasted away what are you doing tell me whatcha gon do about it and she give me what i say im,n-gram 3
Pop,my age but this aint living without you not a doubt that youre the one thats got away lord knows that it would make me feel so in the mirror mirror mirror on the wall coming from the sea on and devote every monitor screen you were caught in our,n-gram 3
Pop,bats about the letter b how you like that here we go time for you i was drifting drifting drifting and i was sold forever down no great river just an endless stream of emptiness to me filled only by the wind life was just a fool who sits alone,n-gram 3
Pop,it be technicolor dashiki asses real freaky banned form seattle like it came without warning i was pretending to be somewhere else where they wish us well where the people are ready to rock rock rock rock cmon everybody cmon rock rock rock rock to it put your hands on,n-gram 3
Pop,again ive just seen the ghost of you memories haunt my ever troubled mind how i wish i were you i never will be over me my babys got a secret mmm mmm somethings comin over mmm mmm somethings comin over mmm mmm somethings comin over mmm mmm somethings comin,n-gram 3
